2022.11.18 06:30:00;0x33EB0;20FF;1F3F3F0000A0
2022.11.18 06:30:00;0x33EC0;2000;0000000000A0
2022.11.18 00:00:00;0x33F08;20FF;1F3F3F0000A0
2022.11.18 00:00:00;0x33F18;2000;0000000000A0
2022.11.18 00:00:00;0x34320;20FF;1F3F3F0000A0
2022.11.18 00:00:00;0x34330;20FF;1F273D0000A0
2004.04.01 05:00:00;0x4C890;2000;0000000000A0
2004.04.01 00:00:00;0x4C928;201F;1F3F070000A0
2004.04.01 07:00:00;0x4C938;2000;0000000000A0
2004.04.01 00:00:00;0x4C970;2000;0006000000A0
2004.04.01 00:00:00;0x4C980;2000;0000000000A0
2003.05.06 07:00:00;0x4C9A8;2000;0000000000A0
2022.11.23 11:45:00;0x9EAB0;2000;0000000000A0
2022.11.25 20:15:00;0xB2030;2000;0000000000A0
2022.11.25 00:00:00;0xB2108;20FF;1F3F3F0044A0
2023.02.23 14:45:00;0xC7170;2000;00040041C0A0
2023.02.23 15:09:16;0xC7180;2000;00300041C0A0
2023.02.23 15:11:00;0xC7190;2000;00300041C0A0
2023.02.23 15:15:18;0xC71B8;2000;00180041C0A0
2023.03.12 00:00:00;0xEAD30;20C1;0023031512A0
2023.04.02 10:45:00;0xEFFD0;20C1;0023041502A0
