2023.03.01 03:00:00;0x1FF98;2000;0000000000A0
2023.03.01 12:15:00;0x2DCE0;207F;1F3F000000A0
2023.03.01 00:00:00;0x2DCF0;2000;0000000000A0
2023.03.01 00:00:00;0x2DDD8;207F;0F3F000000A0
2023.03.01 12:30:00;0x2DDF8;2000;0000000000A0
2023.03.01 00:00:00;0x2DE60;20FF;1F3F000000A0
2023.03.01 00:00:00;0x2DE70;2000;0000000000A0
2023.03.01 00:00:00;0x2DE90;207F;1B2F000000A0
2023.03.01 12:45:00;0x2DEB0;2000;0000000000A0
2023.03.01 13:00:00;0x2DF48;2000;0000000000A0
2023.03.01 00:00:00;0x2DFE0;203F;0F1F010000A0
2023.03.01 01:00:00;0x2DFF0;2000;0000000000A0
2023.03.01 00:00:00;0x2E368;20FF;1F3F000000A0
2023.03.01 00:00:00;0x2E378;2000;0000000000A0
2023.03.01 18:45:00;0x2E9D8;2000;0000000000A0
2023.03.01 00:00:00;0x2EBF8;20FF;1F3F010000A0
2023.03.01 21:45:00;0x2ECE0;2000;0000000000A0
2023.03.01 00:00:00;0x2ECF0;20FF;1F3F030000A0
2023.03.01 03:00:00;0x2ED00;2000;0000000000A0
2023.03.02 02:30:00;0x2EDB8;2000;0000000000A0
2023.03.02 03:15:00;0x2EF08;2000;0000000000A0
2023.03.02 05:30:00;0x2EFD0;2000;0000000000A0
2023.03.02 07:15:00;0x2F028;2000;0000000000A0
